,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month,partial_date,clean_date,weekofday
4910849,25547280,2021-07-02 00:00:00,f,75.0,$75.00,1.0,25.0,2021,7,07-02,2021-07-02,Fri
9931582,45371206,2021-06-08 00:00:00,t,210.0,$210.00,1.0,365.0,2021,6,06-08,2021-06-08,Tue
2750010,15759078,2021-02-26 00:00:00,t,31.0,$31.00,1.0,1125.0,2021,2,02-26,2021-02-26,Fri
11569504,48055172,2022-01-18 00:00:00,t,189.0,$189.00,1.0,1125.0,2022,1,01-18,2022-01-18,Tue
411461,1712418,2022-01-04 00:00:00,t,575.0,$575.00,30.0,90.0,2022,1,01-04,2022-01-04,Tue
8007217,39635119,2022-01-20 00:00:00,t,128.0,$128.00,30.0,1125.0,2022,1,01-20,2022-01-20,Thr
8677914,41829358,2021-06-09 00:00:00,t,91.0,$91.00,30.0,1125.0,2021,6,06-09,2021-06-09,Wed
4974845,25980585,2021-02-28 00:00:00,f,300.0,$300.00,3.0,200.0,2021,2,02-28,2021-02-28,Sun
3906299,21218416,2021-06-22 00:00:00,f,100.0,$100.00,30.0,1125.0,2021,6,06-22,2021-06-22,Tue
8481348,41080271,2021-03-16 00:00:00,t,35.0,$35.00,1.0,1125.0,2021,3,03-16,2021-03-16,Tue
7115948,36111140,2021-11-26 00:00:00,t,169.0,$169.00,1.0,1125.0,2021,11,11-26,2021-11-26,Fri
1649287,9452729,2021-12-04 00:00:00,f,150.0,$150.00,30.0,1125.0,2021,12,12-04,2021-12-04,Sat
2407223,13942488,2021-07-09 00:00:00,t,55.0,$55.00,1.0,1125.0,2021,7,07-09,2021-07-09,Fri
7324044,36850286,2021-07-24 00:00:00,t,1999.0,"$1,999.00",3.0,1125.0,2021,7,07-24,2021-07-24,Sat
4419883,23184792,2021-11-06 00:00:00,t,89.0,$89.00,31.0,1125.0,2021,11,11-06,2021-11-06,Sat
10061384,45483818,2021-12-23 00:00:00,t,43.0,$43.00,30.0,1125.0,2021,12,12-23,2021-12-23,Thr
4427701,23094892,2021-02-12 00:00:00,f,50.0,$50.00,30.0,1125.0,2021,2,02-12,2021-02-12,Fri
6165265,31545049,2022-01-13 00:00:00,f,552.0,$552.00,30.0,1125.0,2022,1,01-13,2022-01-13,Thr
2792894,15983120,2021-05-17 00:00:00,t,65.0,$65.00,30.0,1125.0,2021,5,05-17,2021-05-17,Mon
5152911,26753722,2021-11-15 00:00:00,f,126.0,$126.00,3.0,1125.0,2021,11,11-15,2021-11-15,Mon
6493202,33098901,2021-04-07 00:00:00,t,105.0,$105.00,2.0,30.0,2021,4,04-07,2021-04-07,Wed
8961096,42716154,2021-03-07 00:00:00,f,269.0,$269.00,3.0,1125.0,2021,3,03-07,2021-03-07,Sun
6259728,32020524,2021-06-25 00:00:00,f,25.0,$25.00,30.0,60.0,2021,6,06-25,2021-06-25,Fri
847676,4339453,2021-03-06 00:00:00,t,128.0,$128.00,3.0,1125.0,2021,3,03-06,2021-03-06,Sat
3830389,20945960,2022-01-15 00:00:00,t,248.0,$248.00,3.0,1125.0,2022,1,01-15,2022-01-15,Sat
2567227,14716365,2021-06-02 00:00:00,t,185.0,$185.00,5.0,10.0,2021,6,06-02,2021-06-02,Wed
2684949,15363623,2022-01-19 00:00:00,t,100.0,$100.00,2.0,1125.0,2022,1,01-19,2022-01-19,Wed
4498820,23453395,2021-03-12 00:00:00,t,100.0,$100.00,30.0,1125.0,2021,3,03-12,2021-03-12,Fri
7511498,37790057,2021-03-18 00:00:00,t,55.0,$55.00,30.0,1125.0,2021,3,03-18,2021-03-18,Thr
3291326,18634858,2021-04-07 00:00:00,f,85.0,$85.00,30.0,1125.0,2021,4,04-07,2021-04-07,Wed
448206,1865992,2021-08-03 00:00:00,f,4000.0,"$4,000.00",30.0,90.0,2021,8,08-03,2021-08-03,Tue
1261522,6660698,2021-06-14 00:00:00,t,250.0,$250.00,2.0,1125.0,2021,6,06-14,2021-06-14,Mon
1496610,8567694,2021-07-17 00:00:00,f,80.0,$80.00,30.0,1125.0,2021,7,07-17,2021-07-17,Sat
2954369,16771615,2021-03-31 00:00:00,f,128.0,$128.00,3.0,1125.0,2021,3,03-31,2021-03-31,Wed
3204236,18160061,2021-08-26 00:00:00,t,586.0,$586.00,28.0,1125.0,2021,8,08-26,2021-08-26,Thr
11375420,47818742,2021-09-04 00:00:00,f,33.0,$33.00,1.0,1125.0,2021,9,09-04,2021-09-04,Sat
7323396,36849086,2022-01-29 00:00:00,t,139.0,$139.00,2.0,1125.0,2022,1,01-29,2022-01-29,Sat
1332316,7497755,2021-05-25 00:00:00,f,115.0,$115.00,5.0,1125.0,2021,5,05-25,2021-05-25,Tue
9935263,45336387,2021-12-22 00:00:00,t,45.0,$45.00,7.0,1125.0,2021,12,12-22,2021-12-22,Wed
3633788,20167060,2021-10-22 00:00:00,t,200.0,$200.00,30.0,1125.0,2021,10,10-22,2021-10-22,Fri
3587013,20072883,2021-11-09 00:00:00,f,55.0,$55.00,30.0,90.0,2021,11,11-09,2021-11-09,Tue
11014165,47054681,2021-09-26 00:00:00,f,88.0,$88.00,1.0,1125.0,2021,9,09-26,2021-09-26,Sun
1980110,11573412,2021-05-10 00:00:00,f,590.0,$590.00,3.0,1125.0,2021,5,05-10,2021-05-10,Mon
9205065,43450554,2021-04-02 00:00:00,t,105.0,$105.00,2.0,1125.0,2021,4,04-02,2021-04-02,Fri
7940437,39388595,2021-04-03 00:00:00,f,524.0,$524.00,2.0,1125.0,2021,4,04-03,2021-04-03,Sat
8467840,41195472,2021-11-07 00:00:00,f,71.0,$71.00,1.0,1125.0,2021,11,11-07,2021-11-07,Sun
8449404,41030919,2021-05-04 00:00:00,f,70.0,$70.00,2.0,1125.0,2021,5,05-04,2021-05-04,Tue
6919068,35303044,2021-06-14 00:00:00,f,93.0,$93.00,1.0,90.0,2021,6,06-14,2021-06-14,Mon
3393306,18836746,2021-10-06 00:00:00,t,90.0,$90.00,2.0,1125.0,2021,10,10-06,2021-10-06,Wed
1656688,9332660,2021-06-04 00:00:00,f,26.0,$26.00,1.0,1125.0,2021,6,06-04,2021-06-04,Fri
67718,256092,2021-07-08 00:00:00,t,67.0,$67.00,31.0,365.0,2021,7,07-08,2021-07-08,Thr
6507975,33109916,2021-05-11 00:00:00,t,16.0,$16.00,30.0,1125.0,2021,5,05-11,2021-05-11,Tue
7024317,35579463,2021-07-29 00:00:00,t,249.0,$249.00,30.0,364.0,2021,7,07-29,2021-07-29,Thr
5045544,26235900,2021-09-22 00:00:00,f,69.0,$69.00,3.0,1125.0,2021,9,09-22,2021-09-22,Wed
1632514,9151072,2021-07-05 00:00:00,f,90.0,$90.00,30.0,1125.0,2021,7,07-05,2021-07-05,Mon
1603689,9230014,2021-05-23 00:00:00,t,2895.0,"$2,895.00",3.0,1124.0,2021,5,05-23,2021-05-23,Sun
9445009,44079261,2021-06-02 00:00:00,t,30.0,$30.00,30.0,1125.0,2021,6,06-02,2021-06-02,Wed
1007911,5374984,2021-09-03 00:00:00,f,75.0,$75.00,3.0,8.0,2021,9,09-03,2021-09-03,Fri
10862312,46656738,2021-09-01 00:00:00,t,847.0,$847.00,3.0,1125.0,2021,9,09-01,2021-09-01,Wed
1703671,9214095,2021-09-29 00:00:00,t,55.0,$55.00,2.0,1125.0,2021,9,09-29,2021-09-29,Wed
11055596,47106216,2021-04-16 00:00:00,t,52.0,$52.00,1.0,20.0,2021,4,04-16,2021-04-16,Fri
430645,1853946,2021-03-16 00:00:00,f,130.0,$130.00,30.0,352.0,2021,3,03-16,2021-03-16,Tue
5106557,26475519,2021-10-25 00:00:00,f,77.0,$77.00,30.0,65.0,2021,10,10-25,2021-10-25,Mon
9642485,44538930,2021-11-22 00:00:00,f,129.0,$129.00,14.0,1125.0,2021,11,11-22,2021-11-22,Mon
3154190,17964556,2021-07-22 00:00:00,f,40.0,$40.00,30.0,38.0,2021,7,07-22,2021-07-22,Thr
6041163,30957128,2021-05-05 00:00:00,t,225.0,$225.00,30.0,360.0,2021,5,05-05,2021-05-05,Wed
10998555,46969515,2022-01-03 00:00:00,f,225.0,$225.00,2.0,1125.0,2022,1,01-03,2022-01-03,Mon
5142633,26659078,2022-01-22 00:00:00,t,3000.0,"$3,000.00",3.0,1124.0,2022,1,01-22,2022-01-22,Sat
3771803,20861719,2022-02-01 00:00:00,t,60.0,$60.00,30.0,1125.0,2022,2,02-01,2022-02-01,Tue
8606924,41595882,2021-08-15 00:00:00,t,226.0,$226.00,2.0,1125.0,2021,8,08-15,2021-08-15,Sun
4574478,23827913,2021-06-19 00:00:00,f,78.0,$78.00,1.0,14.0,2021,6,06-19,2021-06-19,Sat
4997727,25834335,2021-02-27 00:00:00,f,59.0,$59.00,4.0,1125.0,2021,2,02-27,2021-02-27,Sat
2032930,11872832,2021-10-31 00:00:00,t,285.0,$285.00,2.0,1125.0,2021,10,10-31,2021-10-31,Sun
5020363,25940231,2021-10-31 00:00:00,t,80.0,$80.00,30.0,1125.0,2021,10,10-31,2021-10-31,Sun
2079476,12392298,2021-06-10 00:00:00,f,126.0,$126.00,2.0,1125.0,2021,6,06-10,2021-06-10,Thr
1125302,6185484,2021-05-21 00:00:00,f,90.0,$90.00,21.0,888.0,2021,5,05-21,2021-05-21,Fri
11632936,48066425,2022-02-06 00:00:00,t,153.0,$153.00,2.0,1125.0,2022,2,02-06,2022-02-06,Sun
4083245,21828757,2021-08-04 00:00:00,f,286.0,$286.00,30.0,1125.0,2021,8,08-04,2021-08-04,Wed
8908147,42518797,2021-04-30 00:00:00,t,399.0,$399.00,2.0,1125.0,2021,4,04-30,2021-04-30,Fri
3951664,21461501,2021-09-28 00:00:00,f,300.0,$300.00,30.0,1125.0,2021,9,09-28,2021-09-28,Tue
4728057,24456805,2021-05-22 00:00:00,t,141.0,$141.00,4.0,1125.0,2021,5,05-22,2021-05-22,Sat
11233029,47503724,2021-08-28 00:00:00,t,225.0,$225.00,30.0,1125.0,2021,8,08-28,2021-08-28,Sat
10199961,45692774,2021-12-23 00:00:00,t,39.0,$39.00,1.0,1125.0,2021,12,12-23,2021-12-23,Thr
3928340,21239630,2021-06-15 00:00:00,f,78.0,$78.00,1.0,1125.0,2021,6,06-15,2021-06-15,Tue
3347172,18936307,2021-06-07 00:00:00,t,75.0,$75.00,1.0,1125.0,2021,6,06-07,2021-06-07,Mon
10692097,46468953,2022-01-17 00:00:00,t,50.0,$50.00,30.0,1125.0,2022,1,01-17,2022-01-17,Mon
11187136,47468229,2021-12-11 00:00:00,f,169.0,$169.00,2.0,1125.0,2021,12,12-11,2021-12-11,Sat
9511971,44153018,2021-05-08 00:00:00,t,5200.0,"$5,200.00",1.0,75.0,2021,5,05-08,2021-05-08,Sat
2100952,12436409,2021-08-02 00:00:00,f,79.0,$79.00,1.0,14.0,2021,8,08-02,2021-08-02,Mon
11176012,47340625,2021-05-11 00:00:00,f,115.0,$115.00,2.0,1125.0,2021,5,05-11,2021-05-11,Tue
7329312,36989544,2021-03-21 00:00:00,f,550.0,$550.00,30.0,1125.0,2021,3,03-21,2021-03-21,Sun
1127103,6071529,2021-09-28 00:00:00,t,266.0,$239.00,6.0,360.0,2021,9,09-28,2021-09-28,Tue
10049658,45498453,2021-09-15 00:00:00,f,45.0,$45.00,1.0,30.0,2021,9,09-15,2021-09-15,Wed
7596963,38045501,2021-04-04 00:00:00,t,58.0,$58.00,30.0,1125.0,2021,4,04-04,2021-04-04,Sun
3471450,19529243,2021-08-26 00:00:00,t,75.0,$75.00,30.0,1125.0,2021,8,08-26,2021-08-26,Thr
1957896,11508560,2021-10-31 00:00:00,f,526.0,$526.00,2.0,30.0,2021,10,10-31,2021-10-31,Sun
2473767,14130250,2021-07-23 00:00:00,f,82.0,$82.00,30.0,1125.0,2021,7,07-23,2021-07-23,Fri
4836871,24948775,2022-01-17 00:00:00,f,189.0,$189.00,30.0,60.0,2022,1,01-17,2022-01-17,Mon
7645348,38293950,2021-07-09 00:00:00,t,1681.0,"$1,681.00",4.0,365.0,2021,7,07-09,2021-07-09,Fri
7730876,38673579,2021-12-05 00:00:00,t,250.0,$250.00,7.0,90.0,2021,12,12-05,2021-12-05,Sun
5022651,25138489,2021-01-10 00:00:00,t,120.0,$120.00,185.0,365.0,2021,1,01-10,2021-01-10,Sun
5825077,28942918,2021-07-03 00:00:00,f,140.0,$140.00,2.0,5.0,2021,7,07-03,2021-07-03,Sat
3631403,19589591,2021-04-20 00:00:00,f,76.0,$76.00,30.0,90.0,2021,4,04-20,2021-04-20,Tue
6739561,32956413,2021-04-27 00:00:00,t,189.0,$189.00,10.0,1125.0,2021,4,04-27,2021-04-27,Tue
3883600,20679447,2020-11-17 00:00:00,f,120.0,$120.00,30.0,1125.0,2020,11,11-17,2020-11-17,Tue
9026953,41385172,2021-04-02 00:00:00,f,67.0,$67.00,30.0,1125.0,2021,4,04-02,2021-04-02,Fri
1646065,9295969,2021-04-24 00:00:00,f,75.0,$75.00,30.0,1125.0,2021,4,04-24,2021-04-24,Sat
2027506,10839498,2021-07-27 00:00:00,f,250.0,$250.00,30.0,1125.0,2021,7,07-27,2021-07-27,Tue
4190785,21768879,2020-12-26 00:00:00,t,99.0,$99.00,7.0,1125.0,2020,12,12-26,2020-12-26,Sat
9149480,41813624,2021-09-30 00:00:00,f,115.0,$115.00,30.0,1125.0,2021,9,09-30,2021-09-30,Thr
8833085,40916968,2021-10-09 00:00:00,f,233.0,$233.00,30.0,1125.0,2021,10,10-09,2021-10-09,Sat
908615,4422234,2021-02-21 00:00:00,f,131.0,$131.00,30.0,30.0,2021,2,02-21,2021-02-21,Sun
4643160,23327467,2021-02-03 00:00:00,t,115.0,$115.00,31.0,1125.0,2021,2,02-03,2021-02-03,Wed
9832205,43712145,2021-01-04 00:00:00,t,198.0,$198.00,1.0,1125.0,2021,1,01-04,2021-01-04,Mon
2197850,12798049,2021-02-14 00:00:00,f,35.0,$35.00,1.0,1125.0,2021,2,02-14,2021-02-14,Sun
3775760,20235842,2021-10-06 00:00:00,f,150.0,$150.00,3.0,1125.0,2021,10,10-06,2021-10-06,Wed
9256504,42279288,2021-02-11 00:00:00,f,0.0,$0.00,1.0,365.0,2021,2,02-11,2021-02-11,Thr
340778,1373260,2021-06-23 00:00:00,t,124.0,$124.00,2.0,365.0,2021,6,06-23,2021-06-23,Wed
6404380,31243644,2021-08-16 00:00:00,f,75.0,$75.00,1.0,1125.0,2021,8,08-16,2021-08-16,Mon
10588692,45242468,2021-09-28 00:00:00,t,104.0,$104.00,90.0,365.0,2021,9,09-28,2021-09-28,Tue
8208094,38961416,2020-10-20 00:00:00,t,310.0,$310.00,3.0,1125.0,2020,10,10-20,2020-10-20,Tue
6430563,31631134,2021-02-21 00:00:00,t,117.0,$117.00,1.0,1125.0,2021,2,02-21,2021-02-21,Sun
9365382,42516057,2021-06-29 00:00:00,t,950.0,$950.00,180.0,1125.0,2021,6,06-29,2021-06-29,Tue
4278539,21881721,2021-07-30 00:00:00,f,48.0,$48.00,2.0,1125.0,2021,7,07-30,2021-07-30,Fri
10442810,45115430,2020-11-15 00:00:00,t,1150.0,"$1,150.00",30.0,1125.0,2020,11,11-15,2020-11-15,Sun
8657883,40376678,2021-03-07 00:00:00,t,100.0,$100.00,1.0,1125.0,2021,3,03-07,2021-03-07,Sun
7114456,34602504,2020-11-06 00:00:00,t,24.0,$24.00,30.0,1125.0,2020,11,11-06,2020-11-06,Fri
1472020,8340543,2021-01-31 00:00:00,t,175.0,$175.00,31.0,1125.0,2021,1,01-31,2021-01-31,Sun
5782643,28784308,2021-06-26 00:00:00,t,1750.0,"$1,750.00",3.0,1125.0,2021,6,06-26,2021-06-26,Sat
6829414,33051039,2020-11-10 00:00:00,f,40.0,$40.00,1.0,1125.0,2020,11,11-10,2020-11-10,Tue
9051263,41542655,2021-08-09 00:00:00,t,67.0,$67.00,175.0,1125.0,2021,8,08-09,2021-08-09,Mon
4336260,22265969,2021-08-13 00:00:00,f,200.0,$200.00,2.0,18.0,2021,8,08-13,2021-08-13,Fri
3629638,19529034,2021-03-31 00:00:00,f,250.0,$250.00,2.0,6.0,2021,3,03-31,2021-03-31,Wed
8350635,39418682,2020-12-07 00:00:00,t,91.0,$91.00,30.0,30.0,2020,12,12-07,2020-12-07,Mon
3581561,19636719,2021-09-09 00:00:00,f,70.0,$70.00,30.0,1125.0,2021,9,09-09,2021-09-09,Thr
8221981,39133304,2021-03-18 00:00:00,f,150.0,$150.00,30.0,30.0,2021,3,03-18,2021-03-18,Thr
3270280,18109247,2021-02-08 00:00:00,t,249.0,$249.00,2.0,1125.0,2021,2,02-08,2021-02-08,Mon
4140047,21562798,2021-01-07 00:00:00,f,85.0,$85.00,2.0,1125.0,2021,1,01-07,2021-01-07,Thr
6300700,30957857,2021-01-12 00:00:00,f,95.0,$95.00,30.0,1125.0,2021,1,01-12,2021-01-12,Tue
4517246,22925391,2021-05-07 00:00:00,f,190.0,$190.00,2.0,1125.0,2021,5,05-07,2021-05-07,Fri
6026408,29906254,2020-12-02 00:00:00,t,55.0,$55.00,3.0,1125.0,2020,12,12-02,2020-12-02,Wed
4529367,22941381,2020-11-11 00:00:00,t,185.0,$185.00,1.0,1125.0,2020,11,11-11,2020-11-11,Wed
4821526,24017677,2020-11-22 00:00:00,f,55.0,$55.00,30.0,42.0,2020,11,11-22,2020-11-22,Sun
560568,2688193,2021-07-20 00:00:00,f,109.0,$109.00,30.0,1000.0,2021,7,07-20,2021-07-20,Tue
9878287,43603939,2021-08-16 00:00:00,t,499.0,$499.00,30.0,1125.0,2021,8,08-16,2021-08-16,Mon
4415041,22409106,2021-03-19 00:00:00,t,117.0,$117.00,2.0,1125.0,2021,3,03-19,2021-03-19,Fri
199894,752540,2021-07-24 00:00:00,t,550.0,$550.00,2.0,1125.0,2021,7,07-24,2021-07-24,Sat
10363753,45001598,2021-07-03 00:00:00,f,65.0,$65.00,1.0,1125.0,2021,7,07-03,2021-07-03,Sat
8177584,38936485,2021-07-06 00:00:00,t,65.0,$65.00,2.0,1125.0,2021,7,07-06,2021-07-06,Tue
4960098,24713507,2021-03-06 00:00:00,f,75.0,$75.00,2.0,1125.0,2021,3,03-06,2021-03-06,Sat
6711322,32845074,2021-04-29 00:00:00,t,44.0,$44.00,30.0,197.0,2021,4,04-29,2021-04-29,Thr
586552,2924915,2021-05-14 00:00:00,f,169.0,$169.00,30.0,1125.0,2021,5,05-14,2021-05-14,Fri
1076026,5671969,2021-02-04 00:00:00,t,100.0,$100.00,31.0,31.0,2021,2,02-04,2021-02-04,Thr
6851802,33453303,2020-10-28 00:00:00,f,99.0,$99.00,28.0,1125.0,2020,10,10-28,2020-10-28,Wed
7419047,35919920,2020-12-05 00:00:00,t,60.0,$60.00,1.0,1125.0,2020,12,12-05,2020-12-05,Sat
6401262,31357319,2020-11-15 00:00:00,f,95.0,$95.00,30.0,1125.0,2020,11,11-15,2020-11-15,Sun
10539344,45207845,2021-10-19 00:00:00,t,127.0,$127.00,3.0,1125.0,2021,10,10-19,2021-10-19,Tue
8205199,39055480,2021-04-10 00:00:00,t,125.0,$125.00,365.0,365.0,2021,4,04-10,2021-04-10,Sat
1901669,11139530,2021-01-20 00:00:00,f,66.0,$66.00,30.0,365.0,2021,1,01-20,2021-01-20,Wed
8176320,38871383,2021-04-27 00:00:00,t,350.0,$350.00,7.0,1125.0,2021,4,04-27,2021-04-27,Tue
3344732,18274861,2021-01-18 00:00:00,f,50.0,$50.00,30.0,1125.0,2021,1,01-18,2021-01-18,Mon
10872523,45548309,2020-10-15 00:00:00,f,85.0,$85.00,30.0,365.0,2020,10,10-15,2020-10-15,Thr
10492436,45162468,2021-09-28 00:00:00,f,1999.0,"$1,999.00",1.0,1125.0,2021,9,09-28,2021-09-28,Tue
10080567,44244497,2020-10-17 00:00:00,f,335.0,$335.00,2.0,1125.0,2020,10,10-17,2020-10-17,Sat
5295024,26501836,2020-11-19 00:00:00,f,129.0,$129.00,30.0,1125.0,2020,11,11-19,2020-11-19,Thr
777527,4068058,2021-02-25 00:00:00,t,84.0,$84.00,31.0,1125.0,2021,2,02-25,2021-02-25,Thr
393044,1657261,2021-06-17 00:00:00,t,299.0,$299.00,1.0,29.0,2021,6,06-17,2021-06-17,Thr
11093264,45714403,2021-01-08 00:00:00,t,78.0,$78.00,30.0,365.0,2021,1,01-08,2021-01-08,Fri
8103333,38584513,2021-03-03 00:00:00,f,125.0,$125.00,30.0,1125.0,2021,3,03-03,2021-03-03,Wed
614425,3176256,2020-11-02 00:00:00,f,329.0,$329.00,3.0,14.0,2020,11,11-02,2020-11-02,Mon
1903334,10989026,2021-08-10 00:00:00,f,200.0,$200.00,30.0,30.0,2021,8,08-10,2021-08-10,Tue
7075179,34626384,2021-09-17 00:00:00,f,200.0,$200.00,7.0,7.0,2021,9,09-17,2021-09-17,Fri
6481244,31860025,2021-01-07 00:00:00,t,169.0,$169.00,30.0,1125.0,2021,1,01-07,2021-01-07,Thr
7029165,34342780,2021-01-31 00:00:00,f,72.0,$72.00,30.0,1125.0,2021,1,01-31,2021-01-31,Sun
10644914,45300957,2021-04-14 00:00:00,t,365.0,$365.00,3.0,1125.0,2021,4,04-14,2021-04-14,Wed
6798074,33289439,2021-06-28 00:00:00,t,150.0,$150.00,2.0,1125.0,2021,6,06-28,2021-06-28,Mon
9263506,42363235,2021-01-18 00:00:00,t,68.0,$68.00,31.0,1125.0,2021,1,01-18,2021-01-18,Mon
8265893,39252981,2020-12-21 00:00:00,t,130.0,$130.00,30.0,90.0,2020,12,12-21,2020-12-21,Mon
2422615,13698734,2021-04-14 00:00:00,f,84.0,$84.00,30.0,30.0,2021,4,04-14,2021-04-14,Wed
9879122,43604215,2020-11-13 00:00:00,f,85.0,$85.00,1.0,1125.0,2020,11,11-13,2020-11-13,Fri
5649480,28114170,2021-04-07 00:00:00,f,110.0,$110.00,5.0,1125.0,2021,4,04-07,2021-04-07,Wed
8342725,39359853,2021-07-31 00:00:00,f,299.0,$284.00,25.0,1125.0,2021,7,07-31,2021-07-31,Sat
10110307,44279410,2020-10-27 00:00:00,f,43.0,$43.00,3.0,1125.0,2020,10,10-27,2020-10-27,Tue
6568080,32382567,2020-10-21 00:00:00,t,90.0,$90.00,30.0,1125.0,2020,10,10-21,2020-10-21,Wed
4448327,22732373,2021-02-09 00:00:00,f,300.0,$300.00,30.0,1125.0,2021,2,02-09,2021-02-09,Tue
6962986,34020914,2021-04-10 00:00:00,f,147.0,$147.00,2.0,1125.0,2021,4,04-10,2021-04-10,Sat
220327,781313,2021-05-16 00:00:00,f,80.0,$80.00,2.0,120.0,2021,5,05-16,2021-05-16,Sun
1289070,6675769,2021-01-05 00:00:00,t,66.0,$66.00,30.0,365.0,2021,1,01-05,2021-01-05,Tue
1633606,9087574,2021-08-07 00:00:00,f,76.0,$76.00,5.0,365.0,2021,8,08-07,2021-08-07,Sat
11121520,45788514,2021-04-26 00:00:00,t,85.0,$85.00,1.0,1125.0,2021,4,04-26,2021-04-26,Mon
976947,5078176,2021-04-11 00:00:00,t,40.0,$40.00,30.0,1125.0,2021,4,04-11,2021-04-11,Sun
7877541,37902092,2021-04-09 00:00:00,t,151.0,$136.00,1.0,1125.0,2021,4,04-09,2021-04-09,Fri
9893857,43613359,2021-01-31 00:00:00,f,80.0,$80.00,3.0,1125.0,2021,1,01-31,2021-01-31,Sun
8239277,38977597,2020-12-25 00:00:00,t,145.0,$145.00,31.0,1125.0,2020,12,12-25,2020-12-25,Fri
10538063,45207735,2020-11-01 00:00:00,t,175.0,$175.00,30.0,1125.0,2020,11,11-01,2020-11-01,Sun
2090222,11964820,2020-12-18 00:00:00,t,350.0,$350.00,2.0,1125.0,2020,12,12-18,2020-12-18,Fri
5057889,24973009,2021-07-16 00:00:00,f,65.0,$65.00,30.0,30.0,2021,7,07-16,2021-07-16,Fri
6343510,31039276,2021-04-25 00:00:00,f,43.0,$43.00,2.0,1125.0,2021,4,04-25,2021-04-25,Sun
9148699,41889478,2020-12-30 00:00:00,f,146.0,$146.00,60.0,1125.0,2020,12,12-30,2020-12-30,Wed
7376169,35770062,2021-09-29 00:00:00,t,210.0,$210.00,730.0,1125.0,2021,9,09-29,2021-09-29,Wed
10400452,41532082,2021-08-20 00:00:00,f,115.0,$115.00,3.0,1125.0,2021,8,08-20,2021-08-20,Fri
11689504,44211319,2020-12-29 00:00:00,t,66.0,$66.00,5.0,1125.0,2020,12,12-29,2020-12-29,Tue
6014421,26643116,2021-01-23 00:00:00,f,220.0,$220.00,30.0,150.0,2021,1,01-23,2021-01-23,Sat
3502018,17317559,2020-09-27 00:00:00,f,90.0,$90.00,1.0,1125.0,2020,9,09-27,2020-09-27,Sun
2681602,13686205,2020-12-17 00:00:00,f,125.0,$125.00,1.0,1125.0,2020,12,12-17,2020-12-17,Thr
3829481,18667866,2020-09-02 00:00:00,f,65.0,$65.00,30.0,1125.0,2020,9,09-02,2020-09-02,Wed
8352322,35565791,2020-10-02 00:00:00,f,120.0,$120.00,31.0,1125.0,2020,10,10-02,2020-10-02,Fri
10441551,41628990,2020-09-09 00:00:00,t,22.0,$22.00,1.0,365.0,2020,9,09-09,2020-09-09,Wed
7331882,31760740,2020-12-04 00:00:00,f,85.0,$85.00,4.0,1125.0,2020,12,12-04,2020-12-04,Fri
764422,3417627,2021-08-11 00:00:00,t,199.0,$199.00,5.0,28.0,2021,8,08-11,2021-08-11,Wed
7363664,31951044,2021-01-02 00:00:00,t,295.0,$295.00,30.0,90.0,2021,1,01-02,2021-01-02,Sat
1274816,6303827,2020-08-22 00:00:00,t,45.0,$45.00,1.0,1125.0,2020,8,08-22,2020-08-22,Sat
501774,1837190,2021-08-09 00:00:00,f,210.0,$210.00,3.0,7.0,2021,8,08-09,2021-08-09,Mon
2136827,11064084,2020-11-29 00:00:00,t,120.0,$120.00,1.0,1125.0,2020,11,11-29,2020-11-29,Sun
10184559,40970596,2020-12-20 00:00:00,t,34.0,$34.00,30.0,1125.0,2020,12,12-20,2020-12-20,Sun
7589284,32788608,2021-08-19 00:00:00,t,38.0,$38.00,185.0,1125.0,2021,8,08-19,2021-08-19,Thr
8208190,34896188,2021-05-16 00:00:00,f,249.0,$249.00,31.0,1125.0,2021,5,05-16,2021-05-16,Sun
12072382,44761523,2021-03-01 00:00:00,t,446.0,$446.00,2.0,27.0,2021,3,03-01,2021-03-01,Mon
9691689,39782359,2021-03-25 00:00:00,t,39.0,$39.00,1.0,1125.0,2021,3,03-25,2021-03-25,Thr
9033789,37944773,2021-07-03 00:00:00,t,131.0,$131.00,10.0,1125.0,2021,7,07-03,2021-07-03,Sat
4258497,20277693,2021-01-15 00:00:00,t,100.0,$100.00,3.0,20.0,2021,1,01-15,2021-01-15,Fri
11542299,43929340,2021-06-18 00:00:00,t,110.0,$110.00,1.0,1125.0,2021,6,06-18,2021-06-18,Fri
6148339,27141231,2021-04-29 00:00:00,t,160.0,$160.00,30.0,1125.0,2021,4,04-29,2021-04-29,Thr
6405981,28224077,2021-03-23 00:00:00,t,850.0,$850.00,2.0,30.0,2021,3,03-23,2021-03-23,Tue
3064511,15339727,2021-07-07 00:00:00,f,89.0,$89.00,30.0,1125.0,2021,7,07-07,2021-07-07,Wed
3104610,15399516,2021-08-06 00:00:00,f,100.0,$100.00,30.0,1125.0,2021,8,08-06,2021-08-06,Fri
3013484,15024836,2020-10-26 00:00:00,f,169.0,$169.00,2.0,1125.0,2020,10,10-26,2020-10-26,Mon
8720797,36922147,2021-08-04 00:00:00,f,1058.0,"$1,058.00",3.0,1125.0,2021,8,08-04,2021-08-04,Wed
2716508,13725104,2020-12-24 00:00:00,f,41.0,$41.00,2.0,17.0,2020,12,12-24,2020-12-24,Thr
